Competition,Sex,Event,Round,RT,Result,RuleChange
Worlds,Mens,100m,2,0.109,Eliminated,1999-2003
Worlds,Mens,100m,2,0.223,Eliminated,1999-2003
Worlds,Mens,100m,2,0.152,Qualified,1999-2003
Worlds,Mens,100m,2,0.134,Qualified,1999-2003
Worlds,Mens,100m,2,0.15,Qualified,1999-2003
Worlds,Mens,100m,2,0.13,Eliminated,1999-2003
Worlds,Mens,100m,2,0.227,Eliminated,1999-2003
Worlds,Mens,100m,2,0.154,Eliminated,1999-2003
Worlds,Mens,100m,2,0.181,Eliminated,1999-2003
Worlds,Mens,100m,2,0.173,Eliminated,1999-2003
Worlds,Mens,100m,2,0.116,Qualified,1999-2003
Worlds,Mens,100m,2,0.155,Qualified,1999-2003
Worlds,Mens,100m,2,0.172,Qualified,1999-2003
Worlds,Mens,100m,2,0.134,Eliminated,1999-2003
Worlds,Mens,100m,2,0.138,Eliminated,1999-2003
Worlds,Mens,100m,2,0.126,Eliminated,1999-2003
Worlds,Mens,100m,2,0.161,Eliminated,1999-2003
Worlds,Mens,100m,2,0.145,Disqualified,1999-2003
Worlds,Mens,100m,2,0.12,Qualified,1999-2003
Worlds,Mens,100m,2,0.145,Qualified,1999-2003
Worlds,Mens,100m,2,0.133,Qualified,1999-2003
Worlds,Mens,100m,2,0.156,FastestQualifier,1999-2003
Worlds,Mens,100m,2,0.127,Eliminated,1999-2003
Worlds,Mens,100m,2,0.149,Eliminated,1999-2003
Worlds,Mens,100m,2,0.148,Eliminated,1999-2003
Worlds,Mens,100m,2,0.13,Eliminated,1999-2003
Worlds,Mens,100m,2,0.138,Qualified,1999-2003
Worlds,Mens,100m,2,0.135,Qualified,1999-2003
Worlds,Mens,100m,2,0.147,Qualified,1999-2003
Worlds,Mens,100m,2,0.172,Eliminated,1999-2003
Worlds,Mens,100m,2,0.134,Eliminated,1999-2003
Worlds,Mens,100m,2,0.135,Eliminated,1999-2003
Worlds,Mens,100m,2,0.174,Eliminated,1999-2003
Worlds,Mens,100m,2,0.175,Eliminated,1999-2003
Worlds,Mens,100m,3,0.163,Qualified,1999-2003
Worlds,Mens,100m,3,0.124,Qualified,1999-2003
Worlds,Mens,100m,3,0.158,Qualified,1999-2003
Worlds,Mens,100m,3,0.169,Qualified,1999-2003
Worlds,Mens,100m,3,0.143,Eliminated,1999-2003
Worlds,Mens,100m,3,NA,Disqualified,1999-2003
Worlds,Mens,100m,3,NA,DNS,1999-2003
Worlds,Mens,100m,3,NA,DNS,1999-2003
Worlds,Mens,100m,3,0.101,Qualified,1999-2003
Worlds,Mens,100m,3,0.147,Qualified,1999-2003
Worlds,Mens,100m,3,0.143,Qualified,1999-2003
Worlds,Mens,100m,3,0.137,Qualified,1999-2003
Worlds,Mens,100m,3,0.122,Eliminated,1999-2003
Worlds,Mens,100m,3,0.139,Eliminated,1999-2003
Worlds,Mens,100m,3,0.117,Eliminated,1999-2003
Worlds,Mens,100m,3,0.143,Eliminated,1999-2003
Worlds,Mens,100m,4,0.132,Finalist,1999-2003
Worlds,Mens,100m,4,0.127,Finalist,1999-2003
Worlds,Mens,100m,4,0.14,Finalist,1999-2003
Worlds,Mens,100m,4,0.145,Finalist,1999-2003
Worlds,Mens,100m,4,0.136,Finalist,1999-2003
Worlds,Mens,100m,4,0.136,Finalist,1999-2003
Worlds,Mens,100m,4,0.142,Finalist,1999-2003
Worlds,Mens,100m,4,0.173,Finalist,1999-2003
Worlds,Mens,110m Hurdles,1,0.174,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.159,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.225,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.156,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.155,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.222,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.181,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.184,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.219,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.168,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.152,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.157,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.158,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.169,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.136,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.17,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.173,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.139,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.18,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.155,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.137,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.147,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.177,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.198,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,NA,DNS,2010-2014
Worlds,Mens,110m Hurdles,1,0.174,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.151,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.158,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.181,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.188,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.164,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.171,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.213,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.146,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.17,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.27,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.327,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.153,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.191,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.397,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.185,DNF,2010-2014
Worlds,Mens,110m Hurdles,2,0.154,DNF,2010-2014
Worlds,Mens,110m Hurdles,2,0.147,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.168,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.159,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.212,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,2,0.144,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,2,0.164,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.156,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.143,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,3,0.147,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.167,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.154,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.158,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.151,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.147,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.162,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.135,Finalist,2010-2014
Worlds,Mens,110m Hurdles,1,0.146,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.162,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.154,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.169,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.204,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.175,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.224,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.194,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.187,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.143,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.162,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.132,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.143,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.159,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.138,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.159,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.153,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.168,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.163,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.141,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.162,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,1,0.16,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.166,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.237,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.174,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.171,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.151,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.192,Qualified,2010-2014
Worlds,Mens,110m Hurdles,1,0.162,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.175,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.203,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,1,0.159,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.18,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.159,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.23,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.186,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,2,0.183,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.194,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.16,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.172,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.178,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.167,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.159,Qualified,2010-2014
Worlds,Mens,110m Hurdles,2,0.154,FastestQualifier,2010-2014
Worlds,Mens,110m Hurdles,2,0.141,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.17,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.165,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,2,0.148,Eliminated,2010-2014
Worlds,Mens,110m Hurdles,3,0.178,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.164,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.146,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.171,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.14,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.178,Finalist,2010-2014
Worlds,Mens,110m Hurdles,3,0.15,Disqualified,2010-2014
Worlds,Mens,110m Hurdles,3,0.153,DNF,2010-2014
Worlds,Mens,110m Hurdles,1,0.155,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.138,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.221,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.139,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.169,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.147,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.119,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.164,DNF,2004-2009
Worlds,Mens,110m Hurdles,1,0.168,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.136,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.178,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.156,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.207,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.151,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,NA,DNS,2004-2009
Worlds,Mens,110m Hurdles,1,0.149,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.152,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.176,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.157,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.159,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.157,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.155,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.149,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.114,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.143,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.16,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.2,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.156,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.145,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.124,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.202,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.145,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.158,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.243,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.149,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.137,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.182,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.158,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.162,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.15,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.168,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.148,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.131,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.156,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.184,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.16,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.149,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.147,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,2,0.174,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.171,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.14,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.212,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.171,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.169,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.151,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.151,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,2,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.162,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.154,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.129,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.165,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.11,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.162,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.156,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.159,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.145,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.132,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,NA,DNF,2004-2009
Worlds,Mens,110m Hurdles,3,0.157,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.141,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.122,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.125,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.151,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.144,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.145,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.144,Finalist,2004-2009
Worlds,Mens,110m Hurdles,1,0.223,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.148,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.195,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.172,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.156,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.204,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.219,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.192,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.141,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.221,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.186,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.187,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.15,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.157,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.18,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.223,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.184,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.175,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.164,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.167,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.229,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.158,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.189,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.14,Disqualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.164,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.176,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.14,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.166,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.165,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.171,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.142,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.145,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.152,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.163,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.177,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.171,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.211,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.207,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.134,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.186,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.166,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.149,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.166,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.174,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.148,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.15,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.17,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.145,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.177,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.135,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.168,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.137,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.184,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.162,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.196,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.183,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.178,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.158,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.127,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.161,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.141,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.135,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.149,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.189,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,3,0.161,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.205,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.141,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.164,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.15,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.136,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.172,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.144,Finalist,2004-2009
Worlds,Mens,110m Hurdles,1,0.151,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.167,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.184,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.142,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.166,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.143,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.134,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.158,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.142,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.145,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.155,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.147,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.154,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.202,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.14,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.153,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.147,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.124,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.15,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.134,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.14,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.163,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,NA,DNS,2004-2009
Worlds,Mens,110m Hurdles,1,0.141,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.151,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.134,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.125,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.123,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.147,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.172,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.149,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.138,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.158,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.118,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.159,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.152,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.131,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.203,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.171,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.21,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.159,Qualified,2004-2009
Worlds,Mens,110m Hurdles,1,0.153,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.153,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,1,0.144,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.138,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,1,0.17,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.174,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.155,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.15,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.15,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.162,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.153,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.206,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.147,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.159,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.143,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.163,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.138,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.165,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.152,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.132,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.159,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.161,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.16,Qualified,2004-2009
Worlds,Mens,110m Hurdles,2,0.139,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,2,0.136,FastestQualifier,2004-2009
Worlds,Mens,110m Hurdles,2,0.152,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.133,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.152,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,2,0.156,Eliminated,2004-2009
Worlds,Mens,110m Hurdles,3,0.164,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.142,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.147,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.173,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.222,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.16,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.167,Finalist,2004-2009
Worlds,Mens,110m Hurdles,3,0.157,Finalist,2004-2009
Worlds,Mens,110m Hurdles,1,0.133,Qualified,1999-2003
Worlds,Mens,110m Hurdles,1,0.237,Qualified,1999-2003
Worlds,Mens,110m Hurdles,1,0.258,Qualified,1999-2003
Worlds,Mens,110m Hurdles,1,0.147,FastestQualifier,1999-2003
Worlds,Mens,110m Hurdles,1,0.155,FastestQualifier,1999-2003
Worlds,Mens,110m Hurdles,1,0.169,FastestQualifier,1999-2003
Worlds,Mens,110m Hurdles,1,0.125,Eliminated,1999-2003
Worlds,Mens,110m Hurdles,1,0.174,Qualified,1999-2003
Worlds,Mens,110m Hurdles,1,0.15,Qualified,1999-2003
